Number of parties: 4
[*] Sample 1097: NULL
[*] Sample 1098: 3
[*] Sample 1099: NULL
[*] Sample 1100: NULL
[*] Sample 1101: 3
[*] Sample 1102: NULL
[*] Sample 1103: NULL
[*] Sample 1104: NULL
[*] Sample 1105: 1
[*] Sample 1106: 4
[*] Sample 1107: NULL
[*] Sample 1108: 2
[*] Sample 1109: NULL
[*] Sample 1110: 1
[*] Sample 1111: NULL
[*] Sample 1112: NULL
[*] Sample 1113: 0
[*] Sample 1114: 9
[*] Sample 1115: 0
[*] Sample 1116: 1
[*] Sample 1117: NULL
[*] Sample 1118: 6
[*] Sample 1119: 9
[*] Sample 1120: 5
[*] Sample 1121: NULL
[*] Sample 1122: NULL
[*] Sample 1123: NULL
[*] Sample 1124: NULL
[*] Sample 1125: 3
[*] Sample 1126: NULL
[*] Sample 1127: NULL
[*] Sample 1128: NULL
[*] Sample 1129: NULL
[*] Sample 1130: NULL
[*] Sample 1131: 6
[*] Sample 1132: 9
[*] Sample 1133: NULL
[*] Sample 1134: NULL
[*] Sample 1135: NULL
[*] Sample 1136: 4
[*] Sample 1137: 4
[*] Sample 1138: NULL
[*] Sample 1139: 1
[*] Sample 1140: 2
[*] Sample 1141: NULL
[*] Sample 1142: 9
[*] Sample 1143: NULL
[*] Sample 1144: NULL
[*] Sample 1145: NULL
[*] Sample 1146: 1
[*] Sample 1147: 2
[*] Sample 1148: NULL
[*] Sample 1149: 3
[*] Sample 1150: NULL
[*] Sample 1151: NULL
[*] Sample 1152: 5
[*] Sample 1153: 3
[*] Sample 1154: NULL
[*] Sample 1155: NULL
[*] Sample 1156: NULL
[*] Sample 1157: 1
[*] Sample 1158: 3
[*] Sample 1159: NULL
[*] Sample 1160: 1
[*] Sample 1161: NULL
[*] Sample 1162: 2
[*] Sample 1163: NULL
[*] Sample 1164: 6
[*] Sample 1165: 5
[*] Sample 1166: 6
[*] Sample 1167: NULL
[*] Sample 1168: NULL
[*] Sample 1169: 1
[*] Sample 1170: NULL
[*] Sample 1171: NULL
[*] Sample 1172: NULL
[*] Sample 1173: 2
[*] Sample 1174: 2
[*] Sample 1175: NULL
[*] Sample 1176: NULL
[*] Sample 1177: NULL
[*] Sample 1178: NULL
[*] Sample 1179: NULL
[*] Sample 1180: 2
[*] Sample 1181: 3
[*] Sample 1182: NULL
[*] Sample 1183: NULL
[*] Sample 1184: 9
[*] Sample 1185: 4
[*] Sample 1186: 6
[*] Sample 1187: NULL
[*] Sample 1188: NULL
[*] Sample 1189: NULL
[*] Sample 1190: NULL
[*] Sample 1191: NULL
[*] Sample 1192: 7
[*] Sample 1193: 5
[*] Sample 1194: NULL
[*] Sample 1195: NULL
[*] Sample 1196: NULL
[*] Sample 1197: NULL
[*] Sample 1198: NULL
[*] Sample 1199: NULL
[*] Sample 1200: 5
[*] Sample 1201: NULL
[*] Sample 1202: NULL
[*] Sample 1203: 8
[*] Sample 1204: 4
[*] Sample 1205: 1
[*] Sample 1206: NULL
[*] Sample 1207: 0
[*] Sample 1208: NULL
[*] Sample 1209: NULL
[*] Sample 1210: 4
[*] Sample 1211: NULL
[*] Sample 1212: 1
[*] Sample 1213: NULL
[*] Sample 1214: NULL
[*] Sample 1215: 1
[*] Sample 1216: NULL
[*] Sample 1217: NULL
[*] Sample 1218: NULL
[*] Sample 1219: 4
[*] Sample 1220: 4
[*] Sample 1221: NULL
[*] Sample 1222: 1
[*] Sample 1223: NULL
[*] Sample 1224: NULL
[*] Sample 1225: NULL
[*] Sample 1226: NULL
[*] Sample 1227: 4
[*] Sample 1228: 8
[*] Sample 1229: 1
[*] Sample 1230: NULL
[*] Sample 1231: 4
[*] Sample 1232: NULL
[*] Sample 1233: 6
[*] Sample 1234: NULL
[*] Sample 1235: 2
[*] Sample 1236: 5
[*] Sample 1237: 5
[*] Sample 1238: 2
[*] Sample 1239: NULL
[*] Sample 1240: NULL
[*] Sample 1241: NULL
[*] Sample 1242: NULL
[*] Sample 1243: NULL
[*] Sample 1244: 5
[*] Sample 1245: 5
[*] Sample 1246: NULL
[*] Sample 1247: NULL
[*] Sample 1248: 2
[*] Sample 1249: 3
[*] Sample 1250: 7
[*] Sample 1251: 2
[*] Sample 1252: 1
[*] Sample 1253: NULL
[*] Sample 1254: NULL
[*] Sample 1255: 2
[*] Sample 1256: NULL
[*] Sample 1257: 1
[*] Sample 1258: 5
[*] Sample 1259: NULL
[*] Sample 1260: NULL
[*] Sample 1261: 2
[*] Sample 1262: NULL
[*] Sample 1263: 5
[*] Sample 1264: 0
[*] Sample 1265: NULL
[*] Sample 1266: NULL
[*] Sample 1267: 4
[*] Sample 1268: NULL
[*] Sample 1269: 6
[*] Sample 1270: NULL
[*] Sample 1271: NULL
[*] Sample 1272: NULL
[*] Sample 1273: 2
[*] Sample 1274: 9
[*] Sample 1275: NULL
[*] Sample 1276: NULL
[*] Sample 1277: 7
[*] Sample 1278: 4
[*] Sample 1279: NULL
[*] Sample 1280: 5
[*] Sample 1281: NULL
[*] Sample 1282: NULL
[*] Sample 1283: NULL
[*] Sample 1284: 2
[*] Sample 1285: 0
[*] Sample 1286: NULL
[*] Sample 1287: NULL
[*] Sample 1288: NULL
[*] Sample 1289: NULL
[*] Sample 1290: NULL
[*] Sample 1291: NULL
[*] Sample 1292: 3
[*] Sample 1293: 9
[*] Sample 1294: 3
[*] Sample 1295: NULL
[*] Sample 1296: 0
[*] Sample 1297: 0
[*] Sample 1298: 6
[*] Sample 1299: 1
[*] Sample 1300: NULL
[*] Sample 1301: 8
[*] Sample 1302: 1
[*] Sample 1303: 4
[*] Sample 1304: 2
[*] Sample 1305: NULL
[*] Sample 1306: NULL
[*] Sample 1307: NULL
[*] Sample 1308: 2
[*] Sample 1309: NULL
[*] Sample 1310: NULL
[*] Sample 1311: NULL
[*] Sample 1312: 8
[*] Sample 1313: NULL
[*] Sample 1314: NULL
[*] Sample 1315: NULL
[*] Sample 1316: 4
[*] Sample 1317: 5
[*] Sample 1318: 4
[*] Sample 1319: 9
[*] Sample 1320: NULL
[*] Sample 1321: NULL
[*] Sample 1322: NULL
[*] Sample 1323: 4
[*] Sample 1324: NULL
[*] Sample 1325: NULL
[*] Sample 1326: 8
[*] Sample 1327: NULL
[*] Sample 1328: 8
[*] Sample 1329: NULL
[*] Sample 1330: NULL
[*] Sample 1331: 5
[*] Sample 1332: 7
[*] Sample 1333: NULL
[*] Sample 1334: NULL
[*] Sample 1335: 2
[*] Sample 1336: NULL
[*] Sample 1337: NULL
[*] Sample 1338: NULL
[*] Sample 1339: NULL
[*] Sample 1340: NULL
[*] Sample 1341: NULL
[*] Sample 1342: 1
[*] Sample 1343: NULL
[*] Sample 1344: 4
[*] Sample 1345: 4
[*] Sample 1346: 2
[*] Sample 1347: 8
[*] Sample 1348: 2
[*] Sample 1349: NULL
[*] Sample 1350: 5
[*] Sample 1351: NULL
[*] Sample 1352: 8
[*] Sample 1353: NULL
[*] Sample 1354: 6
[*] Sample 1355: NULL
[*] Sample 1356: NULL
[*] Sample 1357: NULL
[*] Sample 1358: NULL
[*] Sample 1359: NULL
[*] Sample 1360: NULL
[*] Sample 1361: NULL
[*] Sample 1362: NULL
[*] Sample 1363: NULL
[*] Sample 1364: NULL
[*] Sample 1365: 2
[*] Sample 1366: 9
[*] Sample 1367: 1
[*] Sample 1368: 1
[*] Sample 1369: NULL
[*] Sample 1370: 9
[*] Sample 1371: 1
[*] Sample 1372: 0
[*] Sample 1373: NULL
[*] Sample 1374: NULL
[*] Sample 1375: NULL
[*] Sample 1376: 2
[*] Sample 1377: 6
[*] Sample 1378: NULL
[*] Sample 1379: 2
[*] Sample 1380: 4
[*] Sample 1381: 5
[*] Sample 1382: NULL
[*] Sample 1383: 1
[*] Sample 1384: NULL
[*] Sample 1385: 6
[*] Sample 1386: NULL
[*] Sample 1387: NULL
[*] Sample 1388: NULL
[*] Sample 1389: 2
[*] Sample 1390: NULL
[*] Sample 1391: 2
[*] Sample 1392: NULL
[*] Sample 1393: 0
[*] Sample 1394: 4
[*] Sample 1395: 9
[*] Sample 1396: 6
[*] Sample 1397: 5
[*] Sample 1398: NULL
[*] Sample 1399: 2
[*] Sample 1400: NULL
[*] Sample 1401: NULL
[*] Sample 1402: 4
[*] Sample 1403: NULL
[*] Sample 1404: NULL
[*] Sample 1405: NULL
[*] Sample 1406: NULL
[*] Sample 1407: 4
[*] Sample 1408: NULL
[*] Sample 1409: NULL
[*] Sample 1410: NULL
[*] Sample 1411: 6
[*] Sample 1412: NULL
[*] Sample 1413: NULL
[*] Sample 1414: NULL
[*] Sample 1415: NULL
[*] Sample 1416: NULL
[*] Sample 1417: NULL
[*] Sample 1418: NULL
[*] Sample 1419: NULL
[*] Sample 1420: NULL
[*] Sample 1421: NULL
[*] Sample 1422: 1
[*] Sample 1423: 0
[*] Sample 1424: 0
[*] Sample 1425: NULL
[*] Sample 1426: 4
[*] Sample 1427: NULL
[*] Sample 1428: 2
[*] Sample 1429: 1
[*] Sample 1430: NULL
[*] Sample 1431: NULL
[*] Sample 1432: NULL
[*] Sample 1433: 1
[*] Sample 1434: 8
[*] Sample 1435: NULL
[*] Sample 1436: 1
[*] Sample 1437: 1
[*] Sample 1438: NULL
[*] Sample 1439: NULL
[*] Sample 1440: NULL
[*] Sample 1441: NULL
[*] Sample 1442: NULL
[*] Sample 1443: NULL
[*] Sample 1444: NULL
[*] Sample 1445: NULL
[*] Sample 1446: NULL
[*] Sample 1447: 1
[*] Sample 1448: 2
[*] Sample 1449: NULL
[*] Sample 1450: 1
[*] Sample 1451: NULL
[*] Sample 1452: NULL
[*] Sample 1453: NULL
[*] Sample 1454: NULL
[*] Sample 1455: 1
[*] Sample 1456: 7
[*] Sample 1457: NULL
[*] Sample 1458: NULL
[*] Sample 1459: 2
[*] Sample 1460: 6
[*] Sample 1461: NULL
[*] Sample 1462: NULL
[*] Sample 1463: NULL
[*] Sample 1464: 3
[*] Sample 1465: NULL
[*] Sample 1466: NULL
[*] Sample 1467: NULL
[*] Sample 1468: 0
[*] Sample 1469: NULL
[*] Sample 1470: NULL
[*] Sample 1471: 1
[*] Sample 1472: NULL
[*] Sample 1473: 0
[*] Sample 1474: NULL
[*] Sample 1475: NULL
[*] Sample 1476: NULL
[*] Sample 1477: 7
[*] Sample 1478: NULL
[*] Sample 1479: 1
[*] Sample 1480: NULL
[*] Sample 1481: NULL
[*] Sample 1482: 8
[*] Sample 1483: NULL
[*] Sample 1484: 3
[*] Sample 1485: NULL
[*] Sample 1486: NULL
[*] Sample 1487: 2
[*] Sample 1488: 6
[*] Sample 1489: 7
[*] Sample 1490: NULL
[*] Sample 1491: NULL
[*] Sample 1492: 1
[*] Sample 1493: NULL
[*] Sample 1494: 8
[*] Sample 1495: NULL
[*] Sample 1496: 1
[*] Sample 1497: NULL
[*] Sample 1498: 3
[*] Sample 1499: NULL
[*] Sample 1500: 3
[*] Sample 1501: NULL
[*] Sample 1502: NULL
[*] Sample 1503: NULL
[*] Sample 1504: 3
[*] Sample 1505: NULL
[*] Sample 1506: NULL
[*] Sample 1507: NULL
[*] Sample 1508: 3
[*] Sample 1509: NULL
[*] Sample 1510: NULL
[*] Sample 1511: NULL
[*] Sample 1512: NULL
[*] Sample 1513: NULL
[*] Sample 1514: NULL
[*] Sample 1515: 7
[*] Sample 1516: NULL
[*] Sample 1517: NULL
[*] Sample 1518: 5
[*] Sample 1519: NULL
[*] Sample 1520: 4
[*] Sample 1521: NULL
[*] Sample 1522: 7
[*] Sample 1523: NULL
[*] Sample 1524: 9
[*] Sample 1525: NULL
[*] Sample 1526: NULL
[*] Sample 1527: NULL
[*] Sample 1528: NULL
[*] Sample 1529: 1
[*] Sample 1530: NULL
[*] Sample 1531: 0
[*] Sample 1532: NULL
[*] Sample 1533: 7
[*] Sample 1534: NULL
[*] Sample 1535: 6
[*] Sample 1536: NULL
[*] Sample 1537: 1
[*] Sample 1538: NULL
[*] Sample 1539: NULL
[*] Sample 1540: NULL
[*] Sample 1541: 5
[*] Sample 1542: NULL
[*] Sample 1543: 5
[*] Sample 1544: NULL
[*] Sample 1545: NULL
[*] Sample 1546: NULL
[*] Sample 1547: NULL
[*] Sample 1548: 4
[*] Sample 1549: NULL
[*] Sample 1550: NULL
[*] Sample 1551: 7
[*] Sample 1552: NULL
[*] Sample 1553: NULL
[*] Sample 1554: 1
[*] Sample 1555: NULL
[*] Sample 1556: NULL
[*] Sample 1557: 1
[*] Sample 1558: 1
[*] Sample 1559: NULL
[*] Sample 1560: NULL
[*] Sample 1561: NULL
[*] Sample 1562: 6
[*] Sample 1563: 3
[*] Sample 1564: 1
[*] Sample 1565: NULL
[*] Sample 1566: 0
[*] Sample 1567: 2
[*] Sample 1568: 1
[*] Sample 1569: NULL
[*] Sample 1570: 1
[*] Sample 1571: 8
[*] Sample 1572: NULL
[*] Sample 1573: NULL
[*] Sample 1574: NULL
[*] Sample 1575: NULL
[*] Sample 1576: NULL
[*] Sample 1577: NULL
[*] Sample 1578: NULL
[*] Sample 1579: NULL
[*] Sample 1580: NULL
[*] Sample 1581: NULL
[*] Sample 1582: NULL
[*] Sample 1583: NULL
[*] Sample 1584: NULL
[*] Sample 1585: 1
[*] Sample 1586: 4
[*] Sample 1587: 7
[*] Sample 1588: 0
[*] Sample 1589: 2
[*] Sample 1590: NULL
[*] Sample 1591: 3
[*] Sample 1592: NULL
[*] Sample 1593: NULL
[*] Sample 1594: NULL
[*] Sample 1595: 5
[*] Sample 1596: 4
[*] Sample 1597: NULL
[*] Sample 1598: NULL
[*] Sample 1599: 1
[*] Sample 1600: 3
[*] Sample 1601: 5
[*] Sample 1602: NULL
[*] Sample 1603: 9
[*] Sample 1604: 4
[*] Sample 1605: NULL
[*] Sample 1606: 9
[*] Sample 1607: 1
[*] Sample 1608: 1
[*] Sample 1609: 0
[*] Sample 1610: 1
[*] Sample 1611: NULL
[*] Sample 1612: 6
[*] Sample 1613: NULL
[*] Sample 1614: NULL
[*] Sample 1615: 6
[*] Sample 1616: 1
[*] Sample 1617: 4
[*] Sample 1618: 3
[*] Sample 1619: 0
[*] Sample 1620: 1
[*] Sample 1621: NULL
[*] Sample 1622: 7
[*] Sample 1623: NULL
[*] Sample 1624: NULL
[*] Sample 1625: NULL
[*] Sample 1626: NULL
[*] Sample 1627: 3
[*] Sample 1628: 0
[*] Sample 1629: 3
[*] Sample 1630: 2
[*] Sample 1631: 3
[*] Sample 1632: NULL
[*] Sample 1633: NULL
[*] Sample 1634: 1
[*] Sample 1635: NULL
[*] Sample 1636: 0
[*] Sample 1637: NULL
[*] Sample 1638: 2
[*] Sample 1639: NULL
[*] Sample 1640: 0
[*] Sample 1641: 2
[*] Sample 1642: 7
[*] Sample 1643: NULL
[*] Sample 1644: NULL
[*] Sample 1645: NULL
[*] Sample 1646: 4
[*] Sample 1647: NULL
[*] Sample 1648: 2
[*] Sample 1649: NULL
[*] Sample 1650: 3
[*] Sample 1651: NULL
[*] Sample 1652: NULL
[*] Sample 1653: 3
[*] Sample 1654: NULL
[*] Sample 1655: 4
[*] Sample 1656: NULL
[*] Sample 1657: NULL
[*] Sample 1658: 1
[*] Sample 1659: NULL
[*] Sample 1660: 0
[*] Sample 1661: 1
[*] Sample 1662: 1
[*] Sample 1663: NULL
[*] Sample 1664: NULL
[*] Sample 1665: NULL
[*] Sample 1666: NULL
[*] Sample 1667: 8
[*] Sample 1668: 4
[*] Sample 1669: NULL
[*] Sample 1670: 5
[*] Sample 1671: 9
[*] Sample 1672: NULL
[*] Sample 1673: NULL
[*] Sample 1674: NULL
[*] Sample 1675: NULL
[*] Sample 1676: 0
[*] Sample 1677: NULL
[*] Sample 1678: 5
[*] Sample 1679: NULL
[*] Sample 1680: 9
[*] Sample 1681: NULL
[*] Sample 1682: 8
[*] Sample 1683: 1
[*] Sample 1684: 0
[*] Sample 1685: 3
[*] Sample 1686: NULL
[*] Sample 1687: NULL
[*] Sample 1688: NULL
[*] Sample 1689: NULL
[*] Sample 1690: NULL
[*] Sample 1691: NULL
[*] Sample 1692: NULL
[*] Sample 1693: NULL
[*] Sample 1694: NULL
[*] Sample 1695: NULL
[*] Sample 1696: 0
[*] Sample 1697: NULL
[*] Sample 1698: NULL
[*] Sample 1699: NULL
[*] Sample 1700: NULL
[*] Sample 1701: NULL
[*] Sample 1702: 6
[*] Sample 1703: NULL
[*] Sample 1704: NULL
[*] Sample 1705: NULL
[*] Sample 1706: NULL
[*] Sample 1707: 0
[*] Sample 1708: 1
[*] Sample 1709: 5
[*] Sample 1710: NULL
[*] Sample 1711: NULL
[*] Sample 1712: NULL
[*] Sample 1713: NULL
[*] Sample 1714: NULL
[*] Sample 1715: 7
[*] Sample 1716: 3
[*] Sample 1717: NULL
[*] Sample 1718: 0
[*] Sample 1719: NULL
[*] Sample 1720: 5
[*] Sample 1721: 2
[*] Sample 1722: NULL
[*] Sample 1723: NULL
[*] Sample 1724: 1
[*] Sample 1725: NULL
[*] Sample 1726: NULL
[*] Sample 1727: NULL
[*] Sample 1728: NULL
[*] Sample 1729: 6
[*] Sample 1730: 3
[*] Sample 1731: NULL
[*] Sample 1732: NULL
[*] Sample 1733: NULL
[*] Sample 1734: 2
[*] Sample 1735: NULL
[*] Sample 1736: NULL
[*] Sample 1737: NULL
[*] Sample 1738: NULL
[*] Sample 1739: 4
[*] Sample 1740: 2
[*] Sample 1741: NULL
[*] Sample 1742: NULL
[*] Sample 1743: NULL
[*] Sample 1744: NULL
[*] Sample 1745: 8
[*] Sample 1746: 1
[*] Sample 1747: 6
[*] Sample 1748: 5
[*] Sample 1749: 1
[*] Sample 1750: 3
[*] Sample 1751: 6
[*] Sample 1752: NULL
[*] Sample 1753: 1
[*] Sample 1754: NULL
[*] Sample 1755: 3
[*] Sample 1756: NULL
[*] Sample 1757: 6
[*] Sample 1758: 5
[*] Sample 1759: NULL
[*] Sample 1760: 6
[*] Sample 1761: NULL
[*] Sample 1762: 1
[*] Sample 1763: NULL
[*] Sample 1764: NULL
[*] Sample 1765: NULL
[*] Sample 1766: NULL
[*] Sample 1767: 3
[*] Sample 1768: NULL
[*] Sample 1769: 7
[*] Sample 1770: NULL
[*] Sample 1771: NULL
[*] Sample 1772: 3
[*] Sample 1773: NULL
[*] Sample 1774: NULL
[*] Sample 1775: 6
[*] Sample 1776: 2
[*] Sample 1777: NULL
[*] Sample 1778: 3
[*] Sample 1779: NULL
[*] Sample 1780: NULL
[*] Sample 1781: NULL
[*] Sample 1782: NULL
[*] Sample 1783: 1
[*] Sample 1784: 5
[*] Sample 1785: NULL
[*] Sample 1786: 2
[*] Sample 1787: NULL
[*] Sample 1788: NULL
[*] Sample 1789: NULL
[*] Sample 1790: NULL
[*] Sample 1791: NULL
[*] Sample 1792: NULL
[*] Sample 1793: 8
[*] Sample 1794: NULL
[*] Sample 1795: 2
[*] Sample 1796: 1
[*] Sample 1797: 4
[*] Sample 1798: NULL
[*] Sample 1799: NULL
[*] Sample 1800: NULL
[*] Sample 1801: NULL
[*] Sample 1802: NULL
[*] Sample 1803: 5
[*] Sample 1804: NULL
[*] Sample 1805: 7
[*] Sample 1806: 4
[*] Sample 1807: 3
[*] Sample 1808: NULL
[*] Sample 1809: NULL
[*] Sample 1810: NULL
[*] Sample 1811: 0
[*] Sample 1812: 1
[*] Sample 1813: 2
[*] Sample 1814: NULL
[*] Sample 1815: NULL
[*] Sample 1816: 2
[*] Sample 1817: 4
[*] Sample 1818: NULL
[*] Sample 1819: NULL
[*] Sample 1820: NULL
[*] Sample 1821: NULL
[*] Sample 1822: 1
[*] Sample 1823: NULL
[*] Sample 1824: NULL
[*] Sample 1825: NULL
[*] Sample 1826: NULL
[*] Sample 1827: NULL
[*] Sample 1828: NULL
[*] Sample 1829: 4
[*] Sample 1830: NULL
[*] Sample 1831: 3
[*] Sample 1832: NULL
[*] Sample 1833: 1
[*] Sample 1834: NULL
[*] Sample 1835: NULL
[*] Sample 1836: 5
[*] Sample 1837: 9
[*] Sample 1838: NULL
[*] Sample 1839: 3
[*] Sample 1840: NULL
[*] Sample 1841: NULL
[*] Sample 1842: NULL
[*] Sample 1843: 1
[*] Sample 1844: NULL
[*] Sample 1845: 1
[*] Sample 1846: NULL
[*] Sample 1847: 7
[*] Sample 1848: 2
[*] Sample 1849: NULL
[*] Sample 1850: NULL
[*] Sample 1851: 1
[*] Sample 1852: NULL
[*] Sample 1853: 9
[*] Sample 1854: NULL
[*] Sample 1855: 1
[*] Sample 1856: 7
[*] Sample 1857: NULL
[*] Sample 1858: NULL
[*] Sample 1859: NULL
[*] Sample 1860: NULL
[*] Sample 1861: NULL
[*] Sample 1862: NULL
[*] Sample 1863: NULL
[*] Sample 1864: NULL
[*] Sample 1865: 1
[*] Sample 1866: 0
[*] Sample 1867: NULL
[*] Sample 1868: NULL
[*] Sample 1869: 3
[*] Sample 1870: 2
[*] Sample 1871: NULL
[*] Sample 1872: NULL
[*] Sample 1873: NULL
[*] Sample 1874: NULL
[*] Sample 1875: NULL
[*] Sample 1876: 5
[*] Sample 1877: NULL
[*] Sample 1878: 6
[*] Sample 1879: NULL
[*] Sample 1880: NULL
[*] Sample 1881: 6
[*] Sample 1882: 4
[*] Sample 1883: 4
[*] Sample 1884: NULL
[*] Sample 1885: 2
[*] Sample 1886: NULL
[*] Sample 1887: 4
[*] Sample 1888: NULL
[*] Sample 1889: NULL
[*] Sample 1890: NULL
[*] Sample 1891: 1
[*] Sample 1892: 4
[*] Sample 1893: NULL
[*] Sample 1894: NULL
[*] Sample 1895: 3
[*] Sample 1896: 9
[*] Sample 1897: NULL
[*] Sample 1898: NULL
[*] Sample 1899: NULL
[*] Sample 1900: 1
[*] Sample 1901: NULL
[*] Sample 1902: 2
[*] Sample 1903: NULL
[*] Sample 1904: NULL
[*] Sample 1905: NULL
[*] Sample 1906: NULL
[*] Sample 1907: 7
[*] Sample 1908: NULL
[*] Sample 1909: 2
[*] Sample 1910: NULL
[*] Sample 1911: NULL
[*] Sample 1912: 0
[*] Sample 1913: NULL
[*] Sample 1914: NULL
[*] Sample 1915: NULL
[*] Sample 1916: NULL
[*] Sample 1917: 1
[*] Sample 1918: NULL
[*] Sample 1919: NULL
[*] Sample 1920: 9
[*] Sample 1921: 7
[*] Sample 1922: NULL
[*] Sample 1923: NULL
[*] Sample 1924: NULL
[*] Sample 1925: NULL
[*] Sample 1926: 3
[*] Sample 1927: NULL
[*] Sample 1928: 0
[*] Sample 1929: 1
[*] Sample 1930: NULL
[*] Sample 1931: NULL
[*] Sample 1932: 7
[*] Sample 1933: NULL
[*] Sample 1934: NULL
[*] Sample 1935: 1
[*] Sample 1936: NULL
[*] Sample 1937: 2
[*] Sample 1938: NULL
[*] Sample 1939: NULL
[*] Sample 1940: NULL
[*] Sample 1941: NULL
[*] Sample 1942: 3
[*] Sample 1943: 1
[*] Sample 1944: 0
[*] Sample 1945: 7
[*] Sample 1946: 1
[*] Sample 1947: NULL
[*] Sample 1948: 3
[*] Sample 1949: 1
[*] Sample 1950: NULL
[*] Sample 1951: NULL
[*] Sample 1952: NULL
[*] Sample 1953: NULL
[*] Sample 1954: NULL
[*] Sample 1955: NULL
[*] Sample 1956: NULL
[*] Sample 1957: 7
[*] Sample 1958: NULL
[*] Sample 1959: NULL
[*] Sample 1960: NULL
[*] Sample 1961: NULL
[*] Sample 1962: NULL
[*] Sample 1963: NULL
[*] Sample 1964: NULL
[*] Sample 1965: 7
[*] Sample 1966: 3
[*] Sample 1967: NULL
[*] Sample 1968: 1
[*] Sample 1969: 3
[*] Sample 1970: 4
[*] Sample 1971: NULL
[*] Sample 1972: NULL
[*] Sample 1973: 7
[*] Sample 1974: NULL
[*] Sample 1975: 1
[*] Sample 1976: 4
[*] Sample 1977: NULL
[*] Sample 1978: NULL
[*] Sample 1979: NULL
[*] Sample 1980: 1
[*] Sample 1981: NULL
[*] Sample 1982: NULL
[*] Sample 1983: 3
[*] Sample 1984: NULL
[*] Sample 1985: 9
[*] Sample 1986: 8
[*] Sample 1987: NULL
[*] Sample 1988: NULL
[*] Sample 1989: NULL
[*] Sample 1990: NULL
[*] Sample 1991: NULL
[*] Sample 1992: NULL
[*] Sample 1993: 0
[*] Sample 1994: NULL
[*] Sample 1995: NULL
[*] Sample 1996: NULL
[*] Sample 1997: NULL
[*] Sample 1998: 6
[*] Sample 1999: 6
[*] Sample 2000: 9
[*] Sample 2001: 1
[*] Sample 2002: NULL
[*] Sample 2003: NULL
[*] Sample 2004: NULL
[*] Sample 2005: NULL
[*] Sample 2006: 1
[*] Sample 2007: 5
[*] Sample 2008: 3
[*] Sample 2009: 2
[*] Sample 2010: 5
[*] Sample 2011: NULL
[*] Sample 2012: NULL
[*] Sample 2013: 5
[*] Sample 2014: NULL
[*] Sample 2015: NULL
[*] Sample 2016: NULL
[*] Sample 2017: NULL
[*] Sample 2018: 7
[*] Sample 2019: 0
[*] Sample 2020: NULL
[*] Sample 2021: NULL
[*] Sample 2022: NULL
[*] Sample 2023: NULL
[*] Sample 2024: NULL
[*] Sample 2025: 1
[*] Sample 2026: NULL
[*] Sample 2027: 2
[*] Sample 2028: 2
[*] Sample 2029: NULL
[*] Sample 2030: 6
[*] Sample 2031: 1
[*] Sample 2032: NULL
[*] Sample 2033: NULL
[*] Sample 2034: NULL
[*] Sample 2035: NULL
[*] Sample 2036: 6
[*] Sample 2037: 6
[*] Sample 2038: NULL
[*] Sample 2039: 1
[*] Sample 2040: NULL
[*] Sample 2041: 0
[*] Sample 2042: 7
[*] Sample 2043: 8
[*] Sample 2044: NULL
[*] Sample 2045: NULL
[*] Sample 2046: 1
[*] Sample 2047: 4
[*] Sample 2048: NULL
[*] Sample 2049: NULL
[*] Sample 2050: NULL
[*] Sample 2051: NULL
[*] Sample 2052: 5
[*] Sample 2053: NULL
[*] Sample 2054: 4
[*] Sample 2055: NULL
[*] Sample 2056: NULL
[*] Sample 2057: 5
[*] Sample 2058: NULL
[*] Sample 2059: NULL
[*] Sample 2060: NULL
[*] Sample 2061: NULL
[*] Sample 2062: NULL
[*] Sample 2063: NULL
[*] Sample 2064: NULL
[*] Sample 2065: 1
[*] Sample 2066: NULL
[*] Sample 2067: 7
[*] Sample 2068: NULL
[*] Sample 2069: 0
[*] Sample 2070: 2
[*] Sample 2071: NULL
[*] Sample 2072: NULL
[*] Sample 2073: NULL
[*] Sample 2074: NULL
[*] Sample 2075: NULL
[*] Sample 2076: 8
[*] Sample 2077: NULL
[*] Sample 2078: NULL
[*] Sample 2079: 1
[*] Sample 2080: 2
[*] Sample 2081: NULL
[*] Sample 2082: 4
[*] Sample 2083: NULL
[*] Sample 2084: NULL
[*] Sample 2085: NULL
[*] Sample 2086: 4
[*] Sample 2087: NULL
[*] Sample 2088: NULL
[*] Sample 2089: NULL
[*] Sample 2090: 3
[*] Sample 2091: NULL
[*] Sample 2092: NULL
[*] Sample 2093: NULL
[*] Sample 2094: 1
[*] Sample 2095: 6
[*] Sample 2096: 1
[*] Sample 2097: 5
[*] Sample 2098: 3
[*] Sample 2099: 8
[*] Sample 2100: NULL
[*] Sample 2101: 9
[*] Sample 2102: NULL
[*] Sample 2103: 0
[*] Sample 2104: NULL
[*] Sample 2105: NULL
[*] Sample 2106: NULL
[*] Sample 2107: NULL
[*] Sample 2108: 9
[*] Sample 2109: 1
[*] Sample 2110: 3
[*] Sample 2111: NULL
[*] Sample 2112: 1
[*] Sample 2113: 2
[*] Sample 2114: NULL
[*] Sample 2115: 4
[*] Sample 2116: 0
[*] Sample 2117: 1
[*] Sample 2118: 0
[*] Sample 2119: 2
[*] Sample 2120: 1
[*] Sample 2121: NULL
[*] Sample 2122: NULL
[*] Sample 2123: 7
[*] Sample 2124: NULL
[*] Sample 2125: 0
[*] Sample 2126: NULL
